age,job,marital,education,balance,housing,loan,contact,day,month,duration
54,management,divorced,tertiary,22,no,yes,cellular,18,jul,259
40,technician,divorced,secondary,700,yes,yes,cellular,18,jul,503
46,admin.,single,secondary,19,yes,yes,cellular,18,jul,328
33,blue-collar,single,secondary,2668,yes,no,cellular,18,jul,187
53,technician,single,secondary,530,no,yes,telephone,18,jul,744
51,housemaid,divorced,secondary,9228,no,no,cellular,18,jul,655
26,admin.,single,secondary,0,yes,no,cellular,18,jul,142
50,management,married,tertiary,161,no,yes,cellular,18,jul,642
49,management,divorced,tertiary,169,no,no,cellular,18,jul,141
32,blue-collar,single,secondary,188,no,yes,cellular,18,jul,144
26,blue-collar,married,primary,256,yes,no,cellular,18,jul,169
44,management,married,tertiary,236,yes,yes,telephone,18,jul,199
53,admin.,married,secondary,263,no,yes,cellular,18,jul,143
34,admin.,divorced,secondary,-251,no,no,cellular,18,jul,641
36,technician,married,secondary,1975,no,no,cellular,18,jul,835
51,management,married,tertiary,-714,no,no,cellular,18,jul,83
57,blue-collar,married,primary,137,no,yes,telephone,18,jul,54
30,management,married,tertiary,1195,no,no,cellular,18,jul,146
28,admin.,single,unknown,24,yes,no,cellular,18,jul,415
34,management,single,tertiary,99,no,no,cellular,18,jul,70
28,management,single,tertiary,2249,yes,yes,cellular,18,jul,595
32,management,married,tertiary,273,yes,yes,cellular,18,jul,97
53,blue-collar,married,primary,225,no,no,cellular,18,jul,171
60,retired,married,primary,949,no,yes,telephone,18,jul,239
28,services,single,secondary,458,no,no,cellular,18,jul,328
49,admin.,married,primary,246,yes,no,cellular,18,jul,49
43,entrepreneur,married,secondary,104,yes,no,cellular,18,jul,635
39,management,married,primary,738,yes,yes,cellular,18,jul,215
37,management,single,tertiary,35,yes,no,cellular,18,jul,34
30,technician,single,secondary,53,yes,no,cellular,18,jul,352
26,technician,single,secondary,-454,no,yes,cellular,18,jul,652
57,management,married,tertiary,1218,yes,no,cellular,18,jul,317
47,blue-collar,married,primary,-58,yes,no,cellular,18,jul,92
38,admin.,single,secondary,-61,no,yes,cellular,18,jul,102
49,blue-collar,married,primary,201,yes,yes,cellular,18,jul,297
59,retired,married,tertiary,1637,no,yes,cellular,18,jul,225
35,services,married,secondary,0,yes,no,telephone,18,jul,183
34,entrepreneur,married,primary,1188,yes,no,cellular,18,jul,1503
41,management,married,tertiary,4824,no,yes,cellular,18,jul,168
33,technician,single,tertiary,1393,yes,no,cellular,18,jul,1127
29,self-employed,married,tertiary,242,yes,no,cellular,18,jul,73
33,services,married,secondary,-27,yes,no,cellular,18,jul,216
50,services,married,secondary,378,no,yes,telephone,18,jul,55
45,blue-collar,married,primary,153,no,yes,cellular,18,jul,706
36,services,married,secondary,370,yes,yes,cellular,18,jul,728
33,services,married,primary,0,yes,no,cellular,18,jul,351
34,entrepreneur,married,tertiary,145,yes,yes,cellular,18,jul,127
29,unemployed,divorced,tertiary,1718,yes,no,cellular,18,jul,579
34,admin.,single,secondary,934,no,no,cellular,18,jul,909
43,management,married,primary,62,yes,no,cellular,18,jul,96
33,management,married,secondary,171,no,no,cellular,18,jul,100
59,retired,married,secondary,0,no,no,cellular,18,jul,247
51,management,married,tertiary,941,yes,yes,cellular,18,jul,252
39,services,divorced,secondary,-421,yes,yes,cellular,18,jul,374
36,management,married,tertiary,625,yes,no,cellular,18,jul,1360
37,blue-collar,single,secondary,392,yes,no,cellular,18,jul,118
26,admin.,married,secondary,0,yes,no,cellular,18,jul,788
31,entrepreneur,single,secondary,379,yes,no,cellular,18,jul,570
40,retired,married,primary,-407,yes,no,cellular,18,jul,905
47,technician,divorced,secondary,-767,no,yes,cellular,18,jul,329
43,management,single,tertiary,-50,yes,yes,cellular,18,jul,30
36,management,divorced,tertiary,18,yes,no,cellular,18,jul,180
38,blue-collar,single,secondary,334,yes,no,cellular,18,jul,541
25,management,married,tertiary,51,yes,no,cellular,18,jul,127
30,services,married,unknown,-51,yes,yes,cellular,18,jul,440
31,services,single,secondary,24,no,no,cellular,18,jul,135
26,blue-collar,single,secondary,341,no,no,cellular,18,jul,225
60,technician,married,secondary,851,no,yes,cellular,18,jul,112
37,blue-collar,single,secondary,2580,yes,no,cellular,18,jul,300
26,services,married,secondary,0,no,no,cellular,18,jul,409
32,management,married,secondary,2858,yes,yes,cellular,18,jul,247
42,management,married,tertiary,0,yes,no,cellular,18,jul,177
27,blue-collar,single,secondary,1,yes,no,cellular,18,jul,320
29,services,married,secondary,480,yes,no,cellular,18,jul,89
58,housemaid,married,primary,237,no,no,telephone,18,jul,200
33,technician,married,secondary,272,yes,no,cellular,18,jul,166
33,management,married,tertiary,114,yes,yes,cellular,18,jul,207
33,blue-collar,married,secondary,0,no,yes,cellular,18,jul,453
29,admin.,married,secondary,-193,no,no,cellular,18,jul,126
37,management,married,tertiary,1025,yes,no,cellular,18,jul,379
29,unemployed,married,secondary,39,no,yes,cellular,18,jul,184
31,admin.,married,secondary,212,yes,no,cellular,18,jul,191
34,admin.,divorced,secondary,1927,no,yes,cellular,18,jul,142
37,management,married,tertiary,2364,no,no,telephone,18,jul,662
46,technician,divorced,tertiary,-243,no,yes,cellular,18,jul,251
28,blue-collar,married,secondary,173,no,no,cellular,18,jul,588
38,management,single,tertiary,21963,no,no,telephone,18,jul,70
32,admin.,divorced,secondary,-46,no,yes,cellular,18,jul,1373
52,management,married,tertiary,3754,no,no,cellular,18,jul,127
29,technician,single,secondary,1706,yes,no,cellular,18,jul,462
36,management,married,tertiary,0,yes,yes,cellular,18,jul,305
54,management,married,primary,338,yes,no,telephone,18,jul,99
29,admin.,single,secondary,788,yes,no,cellular,18,jul,264
33,management,single,tertiary,2617,yes,yes,cellular,18,jul,113
36,admin.,married,tertiary,0,yes,no,cellular,18,jul,837
32,technician,single,secondary,2341,yes,no,cellular,18,jul,243
28,admin.,single,secondary,305,yes,no,telephone,18,jul,277
31,blue-collar,divorced,secondary,0,yes,yes,cellular,18,jul,913
34,blue-collar,married,secondary,45,yes,yes,cellular,18,jul,127
32,admin.,married,secondary,205,no,no,cellular,18,jul,197
34,blue-collar,married,secondary,584,yes,no,cellular,18,jul,154
35,entrepreneur,single,tertiary,145,yes,no,cellular,18,jul,799
32,blue-collar,divorced,secondary,473,no,no,cellular,18,jul,320
33,blue-collar,married,secondary,137,no,yes,cellular,18,jul,305
31,management,married,tertiary,325,yes,no,cellular,18,jul,1139
28,blue-collar,single,secondary,-193,no,no,cellular,18,jul,580
51,technician,married,secondary,1490,yes,no,cellular,18,jul,227
34,admin.,married,secondary,430,yes,no,cellular,21,jul,82
42,blue-collar,single,tertiary,1736,no,no,telephone,21,jul,179
44,blue-collar,married,primary,582,no,no,cellular,21,jul,83
47,technician,married,tertiary,150,yes,no,cellular,21,jul,212
53,unemployed,married,unknown,210,yes,no,telephone,21,jul,280
60,retired,divorced,secondary,2047,yes,no,telephone,21,jul,241
34,technician,married,secondary,6324,yes,no,cellular,21,jul,190
28,blue-collar,divorced,primary,319,yes,no,cellular,21,jul,120
30,management,single,tertiary,382,yes,no,cellular,21,jul,200
36,entrepreneur,married,tertiary,99,yes,no,cellular,21,jul,165
38,blue-collar,married,secondary,1698,yes,yes,cellular,21,jul,239
31,services,married,secondary,-163,yes,no,cellular,21,jul,200
29,management,single,secondary,0,no,yes,cellular,21,jul,463
43,management,married,tertiary,0,no,no,cellular,21,jul,455
35,technician,married,secondary,1057,yes,no,cellular,21,jul,144
40,entrepreneur,married,secondary,1238,yes,no,telephone,21,jul,50
33,management,married,tertiary,255,yes,no,cellular,21,jul,75
27,blue-collar,married,primary,-443,no,yes,cellular,21,jul,93
51,housemaid,married,secondary,1752,no,yes,cellular,21,jul,335
44,admin.,married,secondary,6,no,yes,cellular,21,jul,114
59,retired,married,secondary,161,yes,no,cellular,21,jul,272
34,technician,married,tertiary,0,no,no,cellular,21,jul,589
36,management,divorced,tertiary,94,no,yes,cellular,21,jul,43
37,technician,married,tertiary,-86,yes,no,cellular,21,jul,91
27,management,single,secondary,-403,yes,no,cellular,21,jul,54
54,management,divorced,tertiary,1295,yes,no,cellular,21,jul,179
44,admin.,divorced,secondary,4842,no,no,cellular,21,jul,322
40,self-employed,married,secondary,1893,no,no,cellular,21,jul,78
29,technician,single,tertiary,1221,yes,no,cellular,21,jul,72
48,technician,married,secondary,1152,yes,no,cellular,21,jul,168
49,retired,married,primary,375,no,yes,telephone,21,jul,110
26,entrepreneur,married,unknown,345,yes,yes,cellular,21,jul,149
26,blue-collar,single,secondary,49,no,no,cellular,21,jul,489
41,admin.,single,secondary,4464,yes,no,telephone,21,jul,1425
25,blue-collar,single,primary,15,no,no,cellular,21,jul,24
25,services,married,secondary,1078,no,no,telephone,21,jul,218
58,blue-collar,married,unknown,64,no,yes,cellular,21,jul,78
36,admin.,married,secondary,0,yes,no,cellular,21,jul,93
44,entrepreneur,married,secondary,242,no,yes,cellular,21,jul,100
48,management,single,secondary,290,yes,no,cellular,21,jul,257
26,services,single,secondary,3,no,yes,cellular,21,jul,140
35,blue-collar,married,primary,0,no,no,cellular,21,jul,145
45,unknown,married,primary,586,yes,no,telephone,21,jul,90
52,entrepreneur,married,primary,592,no,no,cellular,21,jul,122
41,blue-collar,single,secondary,98,no,yes,cellular,21,jul,97
33,blue-collar,married,secondary,681,yes,yes,cellular,21,jul,357
32,management,single,tertiary,2551,yes,no,cellular,21,jul,638
59,housemaid,married,primary,-187,yes,no,telephone,21,jul,118
32,technician,single,secondary,648,no,yes,cellular,21,jul,166
29,technician,married,tertiary,-14,no,no,cellular,21,jul,203
35,admin.,single,secondary,-67,no,yes,cellular,21,jul,84
56,entrepreneur,married,tertiary,21,no,no,cellular,21,jul,118
32,management,married,tertiary,-360,yes,no,cellular,21,jul,176
35,admin.,married,secondary,2278,yes,no,cellular,21,jul,195
54,unemployed,single,tertiary,252,yes,no,cellular,21,jul,101
30,services,single,secondary,1824,yes,no,cellular,21,jul,153
31,technician,married,secondary,1951,yes,no,cellular,21,jul,519
42,services,single,secondary,182,no,yes,cellular,21,jul,394
50,retired,divorced,primary,2790,no,no,cellular,21,jul,236
53,entrepreneur,married,tertiary,624,no,yes,cellular,21,jul,180
38,management,married,tertiary,1482,yes,yes,cellular,21,jul,361
34,admin.,married,secondary,-45,yes,no,cellular,21,jul,88
25,blue-collar,married,secondary,895,no,no,cellular,21,jul,317
47,services,married,unknown,1229,no,yes,cellular,21,jul,89
25,blue-collar,single,secondary,612,yes,no,cellular,21,jul,172
25,services,single,secondary,2311,no,yes,cellular,21,jul,1105
28,admin.,married,secondary,503,no,yes,cellular,21,jul,553
36,entrepreneur,married,primary,600,no,no,cellular,21,jul,538
42,blue-collar,married,secondary,0,no,no,cellular,21,jul,91
31,blue-collar,single,secondary,324,yes,no,cellular,21,jul,167
51,admin.,married,secondary,0,no,no,cellular,21,jul,130
53,technician,married,primary,0,no,no,cellular,21,jul,96
46,admin.,divorced,secondary,289,no,yes,cellular,21,jul,76
29,services,single,secondary,27,yes,no,cellular,21,jul,554
38,management,single,tertiary,2357,yes,no,cellular,21,jul,184
32,services,single,primary,1806,no,yes,cellular,21,jul,126
34,admin.,married,secondary,159,yes,no,cellular,21,jul,124
28,technician,married,tertiary,739,yes,no,cellular,21,jul,316
39,technician,married,secondary,1048,no,yes,cellular,21,jul,405
29,technician,single,tertiary,-229,yes,no,cellular,21,jul,416
31,blue-collar,single,secondary,-64,no,no,cellular,21,jul,37
36,blue-collar,divorced,secondary,-158,yes,no,cellular,21,jul,42
42,blue-collar,married,secondary,156,no,no,cellular,21,jul,455
31,housemaid,married,secondary,0,yes,no,cellular,21,jul,171
55,technician,married,tertiary,647,yes,no,cellular,21,jul,150
31,admin.,married,secondary,774,yes,yes,cellular,21,jul,93
46,technician,married,secondary,399,no,no,cellular,21,jul,156
38,blue-collar,married,primary,2469,yes,no,cellular,21,jul,66
33,technician,married,secondary,3071,yes,yes,cellular,21,jul,323
35,management,married,tertiary,1582,no,no,telephone,21,jul,37
37,admin.,divorced,tertiary,-65,no,no,cellular,21,jul,226
44,management,divorced,tertiary,-90,yes,no,cellular,21,jul,472
31,management,single,tertiary,5691,yes,no,cellular,21,jul,357
37,admin.,single,secondary,862,no,no,cellular,21,jul,152
29,blue-collar,married,primary,5,yes,yes,telephone,21,jul,53
34,management,married,tertiary,13,yes,no,cellular,21,jul,47
42,blue-collar,married,primary,401,yes,no,cellular,21,jul,581
25,unemployed,single,secondary,-230,yes,no,cellular,21,jul,113
37,technician,divorced,secondary,79,no,no,cellular,21,jul,191
37,management,married,tertiary,-1884,yes,no,cellular,21,jul,193
39,blue-collar,married,secondary,230,yes,yes,cellular,21,jul,38
41,technician,married,secondary,525,yes,no,cellular,21,jul,108
33,unemployed,married,secondary,-12,no,yes,cellular,21,jul,77
30,blue-collar,married,secondary,658,yes,yes,cellular,21,jul,212
37,housemaid,married,secondary,167,yes,no,cellular,21,jul,225
29,management,single,tertiary,3357,no,no,cellular,21,jul,120
35,technician,divorced,secondary,103,yes,no,cellular,21,jul,304
27,blue-collar,single,tertiary,1372,no,no,cellular,21,jul,230
30,services,single,secondary,-114,yes,no,cellular,21,jul,396
33,management,married,tertiary,78,yes,no,cellular,21,jul,856
56,blue-collar,married,primary,826,yes,no,cellular,21,jul,853
32,management,single,tertiary,14,no,yes,cellular,21,jul,53
27,unemployed,single,secondary,0,yes,no,cellular,21,jul,53
28,management,married,tertiary,250,yes,no,cellular,21,jul,475
35,technician,married,secondary,-360,yes,no,cellular,21,jul,169
32,admin.,married,secondary,0,yes,no,cellular,21,jul,229
33,entrepreneur,married,secondary,1034,yes,no,cellular,21,jul,141
35,technician,divorced,unknown,244,no,no,cellular,21,jul,54
30,technician,divorced,secondary,0,no,no,cellular,21,jul,101
31,services,married,secondary,0,yes,yes,cellular,21,jul,270
44,management,married,tertiary,1590,yes,yes,cellular,21,jul,54
57,unemployed,divorced,secondary,753,no,no,cellular,21,jul,730
38,unemployed,divorced,secondary,189,yes,yes,cellular,21,jul,105
38,management,married,tertiary,-558,yes,no,cellular,21,jul,533
27,admin.,single,secondary,15,no,yes,cellular,21,jul,177
34,admin.,single,secondary,181,yes,no,cellular,21,jul,296
28,technician,divorced,tertiary,47,no,no,cellular,21,jul,304
56,retired,divorced,tertiary,158,no,yes,cellular,21,jul,854
37,housemaid,married,tertiary,0,yes,no,cellular,21,jul,97
49,admin.,single,secondary,-412,yes,no,cellular,21,jul,31
44,blue-collar,married,secondary,0,yes,no,cellular,21,jul,90
35,self-employed,single,tertiary,577,yes,no,cellular,21,jul,90
60,retired,divorced,tertiary,380,no,no,cellular,21,jul,219
50,housemaid,divorced,primary,120,yes,no,cellular,21,jul,99
43,management,divorced,tertiary,0,yes,no,cellular,21,jul,111
34,blue-collar,single,primary,0,yes,yes,cellular,21,jul,100
59,self-employed,divorced,tertiary,2979,yes,no,cellular,21,jul,118
57,management,married,tertiary,2770,no,yes,telephone,21,jul,158
37,admin.,married,tertiary,0,yes,no,cellular,21,jul,115
44,blue-collar,married,primary,2470,no,no,telephone,21,jul,19
30,management,married,tertiary,692,yes,yes,cellular,21,jul,336
56,housemaid,married,secondary,619,yes,no,telephone,21,jul,65
28,self-employed,single,tertiary,0,yes,no,cellular,21,jul,479
25,services,single,secondary,64,no,no,cellular,21,jul,71
49,technician,married,secondary,0,yes,yes,cellular,21,jul,95
34,blue-collar,married,secondary,130,no,yes,cellular,21,jul,156
42,technician,single,secondary,417,no,no,cellular,21,jul,177
38,admin.,divorced,secondary,0,yes,no,cellular,21,jul,93
38,management,single,tertiary,-145,yes,no,cellular,21,jul,54
35,student,single,secondary,-86,yes,no,cellular,21,jul,369
49,management,married,tertiary,-6847,no,yes,cellular,21,jul,206
43,admin.,single,secondary,375,no,yes,cellular,21,jul,163
34,technician,single,secondary,5731,yes,no,cellular,21,jul,101
27,admin.,single,secondary,-34,no,yes,cellular,21,jul,171
